X,Y,Z,oc
0.736311974249,0.73534421377,0.855729658726,37.58
0.741246602286,0.745478551902,0.863831031955,136.72
0.685858040139,0.698760845359,0.785574784606,95.8
0.65529034877,0.649752983982,0.719912206488,71.69
0.723217471868,0.730217781767,0.839671867157,116.47
0.69377646544,0.704990645431,0.823495892161,52.05
0.738782901649,0.742376347293,0.852191171038,72.66
0.730314254649,0.735089081062,0.843361170212,92.65
0.733015955235,0.736845638658,0.850373174291,39.32
0.760145782547,0.765036492998,0.876873084647,53.34
0.764652201009,0.765780724272,0.887744946815,78.66
0.777803172112,0.78340040487,0.908149012216,87.68
0.773037482739,0.77767617393,0.921609731792,145.89
0.760656334873,0.773159949334,0.903539964041,29.97
0.772376221542,0.785394453342,0.916966360783,70.07
0.737454827199,0.756057683869,0.89095368062,66.38
0.790781559867,0.803615939734,0.925165691747,73.47
0.788309521055,0.786079026494,0.931774233891,61.69
0.781174316279,0.795243003915,0.917380555508,71.06
0.763590066919,0.76972886223,0.905247221888,54.65
0.762552479555,0.777470559536,0.898749116046,51.22
0.817154739256,0.838055561802,0.950807966471,135.76
0.781938108542,0.791726209984,0.922306032119,79.06
0.791288031997,0.801427547557,0.920088667781,98.29
0.784249150571,0.793818713863,0.915921443154,77.07
0.790620019153,0.795095940629,0.92714835183,96.76
0.786159941057,0.788020300717,0.928093632971,99.28
0.759201786843,0.772139165923,0.893408709562,68.59
0.766235848201,0.776874583261,0.899441111575,50.65
0.703061623745,0.724003559544,0.857370052211,116.76
0.606019158057,0.636895822603,0.790698150205,14.15
0.755454938018,0.768181920755,0.906896160399,65.37
0.789577047908,0.804991141794,0.928077769595,40.65
0.808800137105,0.816971017583,0.940848240764,48.49
0.757050967658,0.787611212819,0.919226344555,20.58
0.800115852462,0.806144179928,0.94766792241,40.34
0.720226725017,0.740157312132,0.880395481249,87.47
0.797513711351,0.804062370631,0.946341837404,78.74
0.6817113424,0.708560182119,0.85742479419,85.23
0.801266199874,0.80423231295,0.945646668825,51.64
0.687921555155,0.720661522754,0.867611146528,86.94
0.82082506086,0.833173150403,0.953388242469,34.74
0.821380309914,0.835090674537,0.952134400063,52.6
0.78844843871,0.801044219767,0.928929428587,62.92
0.676467555761,0.70712367618,0.852182656603,78.96
0.666484261648,0.695682139783,0.845769018968,61.2
0.742721790639,0.766839574948,0.893751468553,85.7
0.748929498235,0.772442598051,0.909584225208,32.82
0.817448032319,0.826884566431,0.955018063895,74.18
0.812253524374,0.81665158242,0.953851111309,160.33
0.749233863686,0.770923681139,0.906234504789,115.87
0.832256313628,0.852491315476,0.959714617445,153.29
0.821021814756,0.836426182155,0.956137773018,128.91
0.764121655189,0.778129582805,0.896629289837,87.94
0.774638716189,0.786261848151,0.913458544472,123.53
0.764370628403,0.765423998469,0.909977619494,81.53
0.7877828224,0.791924247066,0.917994971687,117.73
0.818730567558,0.83233351524,0.949924896455,174.88
0.811395542978,0.824867948177,0.938483713871,129.85
0.867460983863,0.875971355341,0.99486103212,138.8
0.866425247708,0.884078788483,0.994057874837,143.08
0.873652379022,0.886212086468,0.9989020637,166.36
0.860801647069,0.872219441624,0.993458924724,128.78
0.76648111495,0.787232262931,0.901296318165,150.77
0.867401608928,0.893174195504,0.991240316334,142.88
0.791779167345,0.807285387282,0.930139682196,196.73
0.865657490514,0.873239967358,1.0,117.71
0.867290175361,0.879106095437,0.995582711687,157.1
0.76210042267,0.782076970161,0.903070497659,181.11
0.759367804194,0.783384133777,0.897389244197,198.7
0.819312515806,0.828270937392,0.951336107778,192.23
0.811818273775,0.830631338549,0.940444888914,210.17
0.808085662255,0.823146730257,0.951957533137,95.77
0.775943298297,0.792486814162,0.932444728529,80.55
0.739908275417,0.759830222093,0.901483575503,38.07
0.788425011464,0.791772451286,0.937618997785,123.71
0.744960159596,0.761070118301,0.883418993506,114.37
0.695510279726,0.712956272007,0.83331102254,60.86
0.762121269832,0.776534321028,0.895751712735,113.7
0.767135342739,0.775256187163,0.897308947646,86.12
0.76550952924,0.776460635833,0.897109441311,108.97
0.783094458637,0.796801221635,0.916324168638,83.21
0.782294211307,0.798792906416,0.915166272145,93.87
0.794570481784,0.808774038106,0.931369757951,90.27
0.795234199867,0.80721950529,0.944613147026,56.28
0.762010036711,0.780598274185,0.907988688425,97.35
0.737080604271,0.754143032579,0.887605127059,97.41
0.787084512723,0.799231058148,0.923490147683,116.71
0.80607070987,0.82106953441,0.949460109519,101.86
0.794528801957,0.812798537094,0.931072977537,103.15
0.816719050553,0.831675507341,0.954252730215,54.33
0.814565334307,0.829893607549,0.959564801753,100.77
0.792987964411,0.804891617579,0.937191269682,86.88
0.812804958198,0.830868003918,0.949348576467,93.07
0.816184824147,0.824980053891,0.959644039121,84.83
0.810558875965,0.828261361854,0.952263385812,68.39
0.814455630455,0.825011384613,0.954744098933,93.21
0.816392303716,0.835434550514,0.952238715302,103.51
0.774100758237,0.79107546361,0.893808917864,110.63
0.798644091275,0.815542358506,0.927632245278,63.22
0.784720234458,0.798965503987,0.916127561409,161.64
0.807347299803,0.822783304407,0.938802927237,114.76
0.800432610408,0.813995434007,0.929381864551,83.64
0.816939308517,0.82970494574,0.948906177885,53.1
0.817282087124,0.83200223944,0.952631094766,81.74
0.81296446841,0.825994710669,0.94949745573,103.25
0.797296916491,0.813113351603,0.93260207677,45.6
0.818165375428,0.836843330517,0.955173991822,96.55
0.814997262762,0.829701863366,0.953410330067,141.23
0.79685717691,0.812069263636,0.932962964725,76.07
0.772090749077,0.786266499999,0.910652204539,79.37
0.782421531627,0.793223874019,0.919912147528,48.06
0.808694396132,0.824102078917,0.947710430778,81.24
0.814803630594,0.831994842192,0.945082940341,94.0
0.8152773454,0.831615841306,0.948265724958,147.9
0.781627484267,0.79940196944,0.920083376169,73.02
0.809962097813,0.822250337679,0.950032813353,98.66
0.811984888065,0.824582709062,0.941077651989,69.72
0.814236692958,0.82526713389,0.950389817299,95.46
0.810585852311,0.827214414897,0.950408217079,102.82
0.799246937109,0.805452636048,0.950112085931,115.41
0.768138060873,0.782173325496,0.909544649864,97.11
0.765322457472,0.784181944698,0.893968246907,90.88
0.773882783071,0.790281334384,0.900889454004,127.33
0.782089620333,0.795624107536,0.91035541872,45.1
0.784326458514,0.800278352893,0.907471627016,56.89
0.783255885559,0.793545437077,0.913047891923,43.95
0.769982610355,0.77890680301,0.90253792898,49.46
0.763412207396,0.777074168929,0.901489195651,83.59
0.777690591498,0.79068803508,0.912262796034,94.37
0.798634552775,0.809696373176,0.936193951028,105.22
0.801682045876,0.810144955232,0.938833903427,103.99
0.78553965482,0.795838818608,0.921849672161,128.64
0.768395381865,0.778354853254,0.901994223608,116.27
0.783089187987,0.797551645049,0.91805785298,119.71
0.786404534623,0.797545044278,0.924268682268,104.73
0.788701125336,0.803266614077,0.922584155822,108.73
0.78667503656,0.797714629605,0.911041948585,96.3
0.782352010514,0.799743173413,0.909563840646,94.77
0.769269039713,0.785019147588,0.901154720373,94.51
0.788236017686,0.805152346817,0.922972653413,98.87
0.793277365561,0.80991205963,0.922561127749,96.76
0.78215685529,0.794009257019,0.91372257238,74.36
0.785986476003,0.80269817657,0.921021453709,107.0
0.810614471279,0.823755976099,0.94644672101,91.59
0.804423252904,0.818883930541,0.936038825312,88.7
0.806343785285,0.818184027982,0.939053033826,87.92
0.795145122376,0.8068825488,0.933671087804,81.05
0.775330001231,0.790321852784,0.909163487537,81.95
0.790828827656,0.79926708101,0.925973000527,104.86
0.806503444007,0.818122123772,0.945575952628,118.84
0.747356276209,0.758353993732,0.891988943215,63.84
0.720505488701,0.730485375587,0.861208302863,92.03
0.793555272794,0.80609863394,0.931984545958,95.38
0.796131044748,0.807450244864,0.931031988595,88.68
0.797231776285,0.809322733032,0.932413086516,82.06
0.785778298347,0.794505481162,0.9285409815,94.98
0.778161129031,0.783712925494,0.922568114135,78.74
0.784018081283,0.79759133744,0.926008516781,91.14
0.803422044085,0.817054516082,0.934118363901,103.17
0.78481222364,0.804860378862,0.904684672802,59.77
0.800042407903,0.818192043613,0.92646703165,93.42
0.782877800033,0.798911131137,0.911473034444,77.22
0.790409729942,0.802941687833,0.917123840317,87.78
0.803892945133,0.814713244999,0.94123176888,79.94
0.79538126843,0.807860387354,0.931150671956,49.13
0.79820930503,0.813022902763,0.933614926146,47.86
0.80340563864,0.808748245055,0.934136072701,36.08
0.793103258303,0.805282785878,0.922209053602,42.59
0.710800730103,0.721793796182,0.844330627025,6.2
0.809848745646,0.824521200818,0.943356086333,54.42
0.808215766238,0.815194348814,0.947663058525,85.43
0.810543706264,0.817108671377,0.939710974454,93.66
0.807009519306,0.813749071106,0.948547520202,83.4
0.802062268613,0.80964123333,0.934379240818,84.81
0.769088399081,0.778991100478,0.912567692962,93.57
0.756331189029,0.766044075563,0.901295857618,83.09
