L,a,b,oc
89.7411319504,7.98895829753,-4.07413490023,37.58
90.2246836419,6.93841111339,-3.82676518379,136.72
87.9576808804,4.83175765132,-1.90967369724,95.8
85.4681688504,8.73116003595,-1.00731471744,71.69
89.49483491,6.2849111488,-3.32556667757,116.47
88.2657120589,5.24042168603,-4.24766850214,52.05
90.0771323986,7.05887651581,-3.2375629221,72.66
89.7289013327,6.77901083541,-3.19286736656,92.65
89.8130503949,6.98592529875,-3.56042477515,39.32
91.1456258659,6.88601138092,-3.17520425296,53.34
91.1803585368,7.66072550813,-3.88872601606,78.66
91.9961630581,6.82145442296,-3.91679945356,87.68
91.7324806068,6.9913824209,-5.30613586251,145.89
91.5235294664,5.36203188202,-4.40951118498,29.97
92.0877156985,5.32575816621,-4.3722607319,70.07
90.724805635,3.98880532539,-4.9012181737,66.38
92.9172270937,5.46392173499,-3.50887367844,73.47
92.1191107339,8.40866874174,-5.33934051594,61.69
92.5376333856,5.16892458533,-3.62525396867,71.06
91.3642395837,6.65058179002,-4.80361419647,54.65
91.7229850945,4.89154486198,-3.72957712319,51.22
94.4514274381,4.07317188709,-2.61497665884,135.76
92.37740205,6.01368623228,-4.2423051076,79.06
92.8182700821,5.99183280737,-3.32892049028,98.29
92.4727972484,6.06818553668,-3.63585133898,77.07
92.5309423973,7.09659991587,-4.31143630721,96.76
92.2080400037,7.59372311873,-4.93320171871,99.28
91.4761884324,5.26706368262,-3.77908527124,68.59
91.695452753,5.7644906094,-3.82565907629,50.65
89.1947249721,3.2553950488,-5.13523788233,116.76
84.7944289785,0.162081516946,-7.75650520047,14.15
91.2922672351,5.2877912424,-5.04294633151,65.37
92.9793205346,4.95501616727,-3.60231663369,40.65
93.5172706792,6.45772384448,-3.54916262019,48.49
92.1893119489,1.7503916511,-4.35365957709,20.58
93.0313282972,6.83349267721,-4.85067483648,40.34
89.9713352913,3.59468345222,-5.45111704196,87.47
92.9373922048,6.72094864353,-4.9226457193,78.74
88.4413899926,1.83216351216,-6.43806058895,85.23
92.9450664723,7.43370220116,-4.86220661626,51.64
89.0326139002,0.65220383893,-6.15439121088,86.94
94.2365172837,5.71732396645,-3.15998352056,34.74
94.3210212177,5.46148804673,-2.92954461862,52.6
92.8009178297,5.49771233317,-3.96846612905,62.92
88.370762174,0.974640347305,-6.17896066249,78.96
87.8047786407,1.18535227115,-6.68667542513,61.2
91.2297354776,2.91442890934,-4.22818180665,85.7
91.490265108,3.08367182094,-4.88913646984,32.82
93.9584706139,6.25542486325,-3.74941680822,74.18
93.5029950901,7.19933845039,-4.45594173402,160.33
91.4197632501,3.45073285219,-4.77690027585,115.87
95.0820066554,4.29499687712,-2.12868960837,153.29
94.3797997023,5.13814657106,-3.09851546715,128.91
91.7534136441,5.08201585183,-3.52804171743,87.94
92.1274919875,5.61397059214,-4.06015976437,123.53
91.1637132419,7.67481862746,-5.47957589071,81.53
92.3864375621,7.15071092236,-3.9285139274,117.73
94.199474337,5.46762861266,-2.98959497411,174.88
93.8690084015,5.45291125565,-2.7814274846,129.85
96.0926225869,6.65675168351,-2.72189005231,138.8
96.43738046,4.97570482366,-2.07472576277,143.08
96.5277456204,5.94379017376,-2.23667701366,166.36
95.9323571774,6.09092448218,-2.90609593492,128.78
92.1719578263,3.76072868465,-3.13430318979,150.77
96.8216511098,3.50321169048,-1.22689811231,142.88
93.0827536246,4.95007875198,-3.56569578818,196.73
95.9759950218,6.81977176795,-3.25984711067,117.71
96.2261744883,6.04894563742,-2.53900636392,157.1
91.9353144681,3.88359364494,-3.66665978058,181.11
91.9954153656,3.06316551864,-3.16426657777,198.7
94.0198891479,6.35551293883,-3.39474551893,192.23
94.1243013489,4.43568582916,-2.4750634272,210.17
93.7925354767,5.13029322771,-3.82876717825,95.77
92.4120966707,4.65186625825,-4.88017544562,80.55
90.9020212118,3.73894862189,-5.3369814904,38.07
92.3795119607,7.30941759779,-5.29047251855,123.71
90.9601374308,4.54326233948,-3.96143718322,114.37
88.6569385944,3.9325330628,-4.30134188643,60.86
91.6797273291,4.98953990023,-3.59330452505,113.7
91.6206165332,6.27088959004,-3.80482334729,86.12
91.6763213183,5.69841138036,-3.69474574436,108.97
92.608477526,5.25079559149,-3.42985946741,83.21
92.6988948359,4.6997575413,-3.19361478596,93.87
93.1497627315,5.21893301431,-3.53460433855,90.27
93.0797861549,5.65297051559,-4.55970396898,56.28
91.8672460571,4.15844510373,-4.12788178839,97.35
90.6346390044,4.29895379557,-4.81971541815,97.41
92.7187656115,5.57806741465,-3.73549436437,116.71
93.7001045264,5.13076487319,-3.81909658245,101.86
93.3305081074,4.43154037124,-3.20260798682,103.15
94.17042699,5.1990292214,-3.33231649428,54.33
94.0916891373,5.11605663209,-3.82605657223,100.77
92.9748291691,5.65694086567,-4.23484016047,86.88
94.1347593111,4.58463310582,-3.0621359261,93.07
93.8739855157,6.37209771102,-4.2067375072,84.83
94.0194651708,4.63968546611,-3.45818992804,68.39
93.875376413,6.02690540082,-3.87419383128,93.21
94.336161906,4.42062489976,-2.91049309221,103.51
92.3477009017,4.55558067184,-2.30470698704,110.63
93.4533948372,4.72171574585,-2.75429937855,63.22
92.7067232372,5.15469712592,-3.24683143277,161.64
93.7763750046,5.05420639006,-2.96293045304,114.76
93.3841471345,5.37563314626,-2.99399253353,83.64
94.0833460312,5.61753054844,-3.1208031973,53.1
94.1848522884,5.24714444444,-3.19789724343,81.74
93.9190123456,5.54592876115,-3.44419921095,103.25
93.3446216447,4.9224884766,-3.28316164961,45.6
94.3981464499,4.50069838248,-3.00187641861,96.55
94.0832097103,5.23736992012,-3.42579907405,141.23
93.29779984,5.03673649794,-3.3886269969,76.07
92.1277052293,5.09532745754,-3.86451986728,79.37
92.4456961549,5.81680286359,-3.9590774264,48.06
93.8349943302,5.06737106671,-3.46792696651,81.24
94.18452574,4.7626671503,-2.6869091338,94.0
94.1677923127,4.92773870101,-2.9317934458,147.9
92.7265147016,4.44622819082,-3.48675336425,73.02
93.7526669426,5.67212755447,-3.76726047992,98.66
93.856342717,5.62345451327,-2.98019003248,69.72
93.8867288402,5.93499171414,-3.56029096995,95.46
93.9730896682,4.84489217174,-3.4126386218,102.82
93.0001421808,6.79525495947,-5.070084803,115.41
91.9397469885,5.10008278325,-4.11140893366,97.11
92.0320643461,4.12676227193,-2.86014416413,90.88
92.3114334458,4.6676392667,-2.86528820664,127.33
92.554968749,5.27887093098,-3.10718407266,45.1
92.7662324416,4.81894074932,-2.54181263865,56.89
92.4603483525,5.92180939829,-3.45772023917,43.95
91.7892775345,6.12485095955,-3.88113741057,49.46
91.7046745884,5.1467395039,-3.95349047292,83.59
92.3300102822,5.3596684184,-3.62783605637,94.37
93.1912388441,5.8498014479,-3.79354634997,105.22
93.2113995649,6.36822348652,-3.9391402795,103.99
92.5647329317,5.93155556303,-3.88779668368,128.64
91.7638109345,5.91094417303,-3.88693980726,116.27
92.6425624686,5.10281567408,-3.4912757056,119.71
92.6422627486,5.77122671676,-3.92110503856,104.73
92.9014429799,5.11509554261,-3.35799321699,108.73
92.6499625553,5.79238591714,-2.9912195462,96.3
92.7419815311,4.52569347299,-2.72958371868,94.77
92.0704961537,4.76724146602,-3.29930560448,94.51
92.986594669,4.65476753818,-3.23800276731,98.87
93.2009334164,4.74017609219,-2.84004024568,96.76
92.4814755924,5.60921112722,-3.46819433987,74.36
92.8757486167,4.68080315092,-3.2943250078,107.0
93.8196161689,5.51205151702,-3.40869036276,91.59
93.6026811788,5.22483994741,-3.07355473975,88.7
93.5714463645,5.73929503121,-3.33332507638,87.92
93.0646063693,5.70063360363,-3.83920649483,81.05
92.3132844875,4.95340791658,-3.44080403624,81.95
92.720398974,6.32178145259,-3.9038589403,104.86
93.5686828848,5.78275500447,-3.78220240312,118.84
90.8327451628,5.59100034565,-4.78825635736,63.84
89.5077197958,5.65241353295,-4.87349150822,92.03
93.0292748873,5.53559631881,-3.78451773102,95.38
93.0901784648,5.78698311295,-3.61415625577,88.68
93.1744405689,5.64305755382,-3.56361987351,82.06
92.5040697525,6.24101778791,-4.45356863852,94.98
92.0105220589,6.83200769354,-4.89295605207,78.74
92.6443647392,5.28215017213,-4.03739890178,91.14
93.521001622,5.37865891094,-3.08295360106,103.17
92.9734193404,4.02365484167,-1.98981860104,59.77
93.5718041819,4.48926604264,-2.46994347635,93.42
92.7042572031,4.79429048118,-2.92762162415,77.22
92.8867572337,5.52080667732,-3.00552094806,87.78
93.4162906706,5.92326224253,-3.749402096,79.94
93.1086460398,5.55790523518,-3.59046094803,49.13
93.3405670805,5.1215561932,-3.35956476929,47.86
93.1486024012,6.98057817361,-3.72623395826,36.08
92.992479825,5.60389791734,-3.17512803472,42.59
89.0875927425,5.38673291913,-4.36961689613,6.2
93.8536111378,5.21468921667,-3.14003719007,54.42
93.437823906,6.68489420346,-4.14949042949,85.43
93.5234212937,6.77481829171,-3.46101586791,93.66
93.3731106619,6.72571125031,-4.32103795075,83.4
93.1887601681,6.54122280398,-3.67364753296,84.81
91.7931659053,5.92579288695,-4.57463972183,93.57
91.1926435377,5.89798307835,-4.82274380057,83.09
